packet_loss,goodput_lat_ratio,log_throughput,packet_loss_sq,tput_lat_ratio,loss_x_latency,sinr_x_tput,r_factor_proxy,mos_from_r,sinr_per_prb,goodput,video_stall_risk,log_packet_loss,health_score,volte_loss_cliff,game_loss_cliff,sqrt_throughput,throughput,video_loss_flag,tput_tier,qoe_score,qoe_category,app
1.0219560878243517,-0.40405011131446134,-0.6642017678206817,1.4473903338441412,-0.40421582165939074,1.1500325229463262,-0.3686949718070398,-0.9194584420059496,-0.9762242794707302,-0.40072003025217595,-0.5106616782929931,0.0,0.8148134234034974,-0.819617921720988,0.0,1.0,-0.5957062096877552,-0.5105535643170052,0.0,-0.5,2.77,Fair,gaming
-0.4231536926147705,0.7469841107067338,0.11657811707084165,-0.3308072856533087,0.7469060160345823,-0.3758074581175047,0.15315024560132992,0.47814748373164034,0.459056066003817,0.7466802281143955,0.14240647114178337,0.0,-0.47695494845483977,0.38002974251243554,1.0,0.0,0.12774080317034806,0.13938669852648347,0.0,0.0,4.45,Excellent,volte
-0.36726546906187624,0.7233722154293583,0.5637338501239914,-0.29612835960842754,0.7241379776027811,-0.2035019077737581,1.241050968597557,0.3706118127853427,0.3589615406714827,1.6804566631752982,0.8950719531786392,0.0,-0.4066379711117425,0.6912064826784567,1.0,0.0,0.7022647740029874,0.8968538430904023,0.0,0.5,4.28,Excellent,volte
-0.8223552894211578,1.5938729228070472,0.804688893017543,-0.49874397352198213,1.585068361757608,-0.44247666672077723,2.5725264452888577,0.8508899687915149,0.791131960276578,1.3445894480702139,1.5161716880511082,0.0,-1.073503604472866,1.0876175268773212,0.0,0.0,1.0779946460822534,1.5077658303464756,0.0,0.5,4.45,Excellent,gaming
0.6387225548902199,-0.46055313568727513,-1.1765585129072718,0.7971394784166372,-0.46235158081761696,0.43961510046249413,-0.4143152584456223,-0.5528795238253982,-0.5732796348847108,-0.45338048183138946,-0.698288363233813,1.0,0.5486470684360694,-0.597428104833892,0.0,0.0,-0.945466754514974,-0.703305455993628,1.0,-0.5,2.32,Fair,video
1.237524950099801,-0.5226792790569487,-1.7158675196940842,1.8698350721777894,-0.5252690138996261,0.6399972214871159,-0.45441718464197245,-1.0142441447212263,-1.0831620701913076,-0.8164476395133874,-0.8049543774805925,1.0,0.9495727613998414,-0.8201831268603053,0.0,0.0,-1.271271593859066,-0.8116288331342094,1.0,-1.0,1.0,Poor,video
0.7824351297405191,-0.4741068920273582,-0.6210207043880013,1.0258692472937703,-0.475982780537898,2.606909512216207,-0.29564247287160167,-0.944646346222346,-1.0045345387195685,-0.32050785140493465,-0.4877764516837203,0.0,0.6528927424601444,-0.9889669838944382,0.0,1.0,-0.5626651195229802,-0.48825169255276785,0.0,-0.5,1.95,Poor,gaming
0.04790419161676652,-0.11184332125776328,0.1695782206388065,0.047358145978966,-0.11137874394036572,0.41360580376979256,0.4293029080193824,-0.10829972938319808,-0.1088444518751553,0.04029981578400399,0.20588404783604974,0.0,0.04713898571961939,0.06931693275073711,1.0,0.0,0.18857406573858124,0.20947829549980093,0.0,0.0,3.9,Good,volte
-0.23952095808383225,0.26719804066769587,0.1805931880188243,-0.2065621260784683,0.2678600686586905,-0.16143763880767065,0.1871278010051792,0.2535708602795635,0.2479114443710777,0.10249035946285545,0.2247450590337057,0.0,-0.25509166200840744,0.31778915712055095,0.0,0.0,0.201442152260546,0.22461170848267625,0.0,0.0,4.33,Excellent,gaming
-0.2874251497005988,5.298183836101733,0.938329552961993,-0.2418288305308898,5.31919528385437,-0.4251215316250261,3.9361144320070944,0.3726774850971643,0.36090187287117775,2.016394917019203,1.920526822662581,0.0,-0.3105098073030139,1.2614165223643612,0.0,0.0,1.3100452365753188,1.9307048984468342,0.0,0.5,4.49,Excellent,gaming
0.6866267465069864,-0.4212723260060402,-0.7300370633321601,0.8713674944545909,-0.4223606700892166,0.9308440978685862,-0.3872177536447155,-0.656634658973945,-0.68556624298075,-0.485799148361382,-0.5404894200540883,0.0,0.584037222637423,-0.6652963570464521,1.0,0.0,-0.6448437555115433,-0.5424133811230585,0.0,-0.5,3.2,Good,volte
0.7664670658682636,-0.466334287244056,-1.0149947743269605,0.9995591661943446,-0.46808807049189616,0.9699486465886392,-0.43010042626681777,-0.7183951066050801,-0.7530752627124774,-0.5738789051264833,-0.6508959749870533,0.0,0.6415893171034538,-0.7830485807606937,0.0,1.0,-0.8423713319170949,-0.6547192353643966,0.0,-0.5,2.85,Fair,gaming
-0.12774451097804387,0.10981438536548031,0.16018850292969547,-0.11643610358894689,0.11066645875047287,-0.018468050310713982,-0.030757721051710478,0.1251535899510087,0.12359310089789716,0.2829702195054108,0.1955905250482964,0.0,-0.1317622406470183,0.13283754411492274,0.0,0.0,0.17766642162948265,0.1967343687773796,0.0,0.0,3.98,Good,gaming
-0.3193612774451098,0.5537437965324087,0.38134456471704037,-0.2642203889133796,0.5546488271180727,-0.21279180519906576,0.5280679300940102,0.3345424017039245,0.32497058324043776,0.6833405768324592,0.5377545334537193,0.0,-0.34837743206358707,0.39411306514950056,0.0,0.0,0.4503555731386346,0.5384309040223019,0.0,0.5,4.57,Excellent,gaming
-0.7265469061876249,0.03755132629384204,-0.023194580579735953,-0.47120235671151967,0.033510532801227726,-0.3659512876859405,0.04912565754010046,0.724774073364055,0.6814128969330765,-0.05788622940256311,-0.018539678412563525,0.0,-0.9122727825729038,0.08684857922143159,0.0,0.0,-0.02446252682163968,-0.025487853444842716,0.0,0.0,4.54,Excellent,volte
1.389221556886228,-0.5452857013552841,-1.7158675196940842,2.19157377668619,-0.548408491668575,8.876134575157453,-0.44419480364455916,-2.426379208234848,-2.7908545087904537,-0.6187805194991632,-0.8050303332272554,1.0,1.0389633862558967,-1.5097754054204662,0.0,0.0,-1.271271593859066,-0.8116288331342094,1.0,-1.0,1.0,Poor,video
-1.101796407185629,1.528432923020989,0.7170054418378536,-0.5330310472951697,1.5125472783526979,-0.5466482489517343,1.897359315290256,1.157161219664056,1.0459199406958168,0.96496604271454,1.280602535350854,0.0,-1.6416970683459753,1.0914934737442175,0.0,0.0,0.935204436031056,1.2648347272003186,0.0,0.5,5.0,Excellent,video
0.27944111776447117,0.513073638791918,0.07971342295493251,0.30466514124175204,0.5219620294249154,-0.14172529794454225,0.04801241005679568,-0.1797893455804285,-0.18163814835584804,-0.003457769195845595,0.08808308103532708,0.0,0.25976536994488975,-0.14916581954814007,1.0,0.0,0.08646231568796446,0.09318996415770608,0.0,0.0,3.73,Good,volte
0.3912175648702597,-0.09112822792792813,-0.3076165820774191,0.4457319590514379,-0.08846631038592015,0.07035526835866528,-0.29711070008321316,-0.3062461166906891,-0.3122040644900131,-0.27627999463669495,-0.28749050228355977,0.0,0.3544510055896363,-0.20589011002150207,0.0,0.0,-0.3010683933623132,-0.2867383512544803,1.0,0.0,3.9,Good,video
0.5748502994011979,-0.4450372128593901,-0.44422005966020855,0.7013036085395807,-0.4466728500529463,2.0593854276814634,-0.191428533533669,-0.74413367736718,-0.781355113627021,-0.28385776243156796,-0.38428906550465586,0.0,0.5004070544620054,-0.718716205893247,0.0,1.0,-0.4200851159919602,-0.383910792512943,0.0,0.0,2.19,Fair,gaming
-0.5748502994011976,0.6800554540117132,-0.05541199181362854,-0.4111090119025127,0.6774590232633527,-0.4362204825476547,-0.028390614430874872,0.6383616950060148,0.6046638382593351,0.11758368694368716,-0.054268062341518764,0.0,-0.6821301164032167,0.2148002896188026,0.0,0.0,-0.05793638848994008,-0.05973715651135006,0.0,0.0,4.48,Excellent,video
-0.36726546906187624,0.2840266118177586,-0.049323250239512534,-0.29612835960842754,0.2834171563193946,-0.3115860589626105,-0.008181355390672393,0.40702344616685027,0.39306321500443747,-0.19358957489760587,-0.04999695077653868,0.0,-0.4066379711117425,0.05585535221597704,0.0,0.0,-0.051654668468809194,-0.053365193150139385,0.0,0.0,4.16,Excellent,gaming
-0.439121756487026,0.6094525144422408,0.3523107136090713,-0.34021174017395434,0.6088071495414876,-0.2878312838654853,0.6822848401766314,0.45938180294460984,0.4417241694238966,0.501664547212836,0.48989473752802143,0.0,-0.49753469589897076,0.16397147286924343,0.0,0.0,0.41260097682198066,0.4882516925527679,0.0,0.5,4.76,Excellent,video
-0.30339321357285426,-0.016234251786106463,0.16665525129237063,-0.2531365675140471,-0.017351777253865844,-0.0018181138654211218,0.4134284561109943,0.25598533098478704,0.2502242273042984,0.13538671014762774,0.20661226356300288,0.0,-0.3293489490435077,0.06065206075661108,1.0,0.0,0.1851724988698242,0.2054958183990442,0.0,0.0,4.22,Excellent,volte
0.6786427145708585,-0.11332300012406757,-0.020259806416288596,0.8588562112083746,-0.10932162431424784,0.6026579344852334,0.15475304592986946,-0.605367118649846,-0.6299052360905625,-0.0626617771600984,-0.03000531830145135,0.0,0.5781846117216071,-0.32392946442754333,0.0,0.0,-0.021384266062574684,-0.022301871764237306,1.0,0.0,4.1,Excellent,video
-0.6467065868263474,-0.007088083341468407,-0.19113531194437536,-0.442093330814283,-0.01052198597666293,-0.3581472906290501,-0.043447275859469774,0.6600306247526301,0.624028330402984,0.23376907173684575,-0.18392899928643577,0.0,-0.7876674230802092,0.2883088343934467,0.0,0.0,-0.19278287002177188,-0.19036240541616878,0.0,0.0,4.38,Excellent,video
